date,region,product,sales,profit
2024-11-17,서울,D,202,196
2024-11-18,인천,B,176,131
2024-11-18,부산,C,741,139
2024-11-19,대구,B,193,97
2024-11-19,서울,A,350,120
2024-11-20,부산,A,447,21
2024-11-20,인천,B,555,37
2024-11-21,인천,A,627,105
2024-11-21,부산,B,602,54
2024-11-21,대구,C,250,197
2024-11-22,부산,D,474,159
2024-11-22,부산,A,439,21
2024-11-24,인천,C,504,165
2024-11-25,광주,B,851,57
2024-11-25,인천,D,398,89
2024-11-26,인천,D,431,149
2024-11-26,인천,C,555,67
2024-11-26,서울,C,972,14
2024-11-27,서울,B,543,61
2024-11-27,광주,B,994,150
2024-11-27,광주,A,896,97
2024-11-28,대구,D,773,197
2024-11-28,대구,C,251,109
2024-11-28,광주,B,338,128
2024-11-29,서울,B,650,38
2024-11-29,대구,A,174,165
2024-11-29,부산,D,565,156
2024-11-29,인천,C,380,118
2024-11-29,서울,B,802,156
2024-11-30,대구,C,597,151
2024-11-30,대구,A,403,149
2024-12-01,서울,D,185,24
2024-12-02,부산,B,648,70
2024-12-03,대구,B,889,42
2024-12-03,서울,D,395,67
2024-12-03,대구,A,713,199
2024-12-05,광주,D,236,77
2024-12-05,서울,B,523,149
2024-12-06,광주,A,171,101
2024-12-06,부산,B,219,38
2024-12-06,서울,A,340,80
2024-12-06,서울,B,105,169
2024-12-07,광주,C,408,17
2024-12-07,인천,A,925,97
2024-12-07,광주,B,625,46
2024-12-07,부산,D,382,83
2024-12-08,부산,C,435,138
2024-12-08,서울,B,900,110
2024-12-08,대구,D,329,52
2024-12-09,대구,C,397,173
2024-12-09,대구,D,711,197
2024-12-10,대구,B,299,113
2024-12-10,인천,A,457,151
2024-12-10,광주,B,298,160
2024-12-10,인천,A,517,55
2024-12-11,광주,A,818,44
2024-12-11,대구,B,796,183
2024-12-11,부산,D,908,94
2024-12-11,부산,C,600,85
2024-12-12,인천,D,363,190
2024-12-12,광주,D,966,42
2024-12-12,대구,B,416,140
2024-12-12,광주,D,575,64
2024-12-13,대구,A,205,71
2024-12-13,부산,C,549,45
2024-12-13,인천,C,740,141
2024-12-13,인천,C,902,159
2024-12-14,부산,B,247,119
2024-12-14,대구,B,294,179
2024-12-14,서울,B,474,193
2024-12-15,서울,D,359,81
2024-12-15,대구,D,634,179
2024-12-15,광주,B,805,78
2024-12-16,대구,A,164,23
2024-12-16,광주,B,223,106
2024-12-16,부산,B,704,32
2024-12-16,서울,A,224,183
2024-12-16,서울,A,871,90
2024-12-17,서울,D,312,57
2024-12-17,광주,C,740,159
2024-12-17,광주,B,519,127
2024-12-17,대구,B,646,171
2024-12-17,부산,B,804,77
2024-12-17,광주,A,233,109
2024-12-18,부산,C,484,121
2024-12-18,부산,D,970,70
2024-12-18,서울,A,467,140
2024-12-19,부산,D,676,118
2024-12-19,인천,A,443,146
2024-12-20,부산,D,750,109
2024-12-21,대구,D,984,198
2024-12-21,부산,B,325,13
2024-12-21,광주,B,379,119
2024-12-21,광주,D,406,134
2024-12-21,인천,B,997,128
2024-12-21,서울,C,406,112
2024-12-22,부산,D,146,46
2024-12-23,서울,D,683,173
2024-12-23,광주,A,407,106
2024-12-23,광주,A,814,77
2024-12-23,인천,D,850,190
2024-12-24,서울,A,427,44
2024-12-24,대구,A,206,109
2024-12-24,서울,D,181,97
2024-12-24,광주,A,174,38
2024-12-24,인천,B,738,79
2024-12-25,대구,A,328,39
2024-12-25,광주,D,758,194
2024-12-25,부산,C,437,60
2024-12-25,광주,C,110,96
2024-12-26,광주,B,357,138
2024-12-26,대구,D,684,61
2024-12-26,부산,D,195,155
2024-12-26,대구,B,682,198
2024-12-28,서울,D,799,160
2024-12-28,부산,C,540,46
2024-12-28,대구,A,355,104
2024-12-29,인천,C,408,173
2024-12-29,대구,A,485,65
2024-12-29,부산,C,935,23
2024-12-29,광주,C,587,146
2024-12-29,서울,D,745,23
2024-12-30,인천,B,623,118
2024-12-30,대구,C,910,167
2024-12-31,서울,A,578,51
2024-12-31,서울,B,301,158
2024-12-31,부산,A,668,22
