date,region,product,sales,profit
2024-11-13,부산,A,646,70
2024-11-13,대구,B,375,65
2024-11-13,인천,C,567,93
2024-11-13,서울,D,575,111
2024-11-14,서울,B,860,106
2024-11-14,인천,A,593,131
2024-11-15,서울,B,314,171
2024-11-15,부산,A,391,55
2024-11-15,대구,D,695,21
2024-11-16,광주,B,172,110
2024-11-16,광주,C,309,143
2024-11-17,부산,B,870,66
2024-11-17,부산,A,886,182
2024-11-18,인천,C,852,12
2024-11-18,부산,C,987,89
2024-11-18,서울,D,801,103
2024-11-19,대구,A,287,103
2024-11-19,서울,D,886,25
2024-11-20,광주,D,591,43
2024-11-20,대구,A,228,84
2024-11-20,대구,C,313,190
2024-11-21,대구,C,838,122
2024-11-21,부산,A,628,28
2024-11-21,인천,B,201,165
2024-11-21,인천,A,755,117
2024-11-22,대구,D,812,177
2024-11-22,인천,B,142,147
2024-11-22,대구,C,779,63
2024-11-23,광주,D,211,149
2024-11-24,대구,B,632,107
2024-11-25,서울,A,203,163
2024-11-25,대구,D,771,150
2024-11-25,대구,C,241,95
2024-11-26,서울,C,535,55
2024-11-26,부산,B,287,156
2024-11-26,부산,C,775,122
2024-11-26,인천,A,519,90
2024-11-30,대구,C,582,136
2024-11-30,인천,B,165,160
2024-11-30,서울,A,144,96
2024-11-30,부산,D,598,36
2024-12-01,서울,C,879,197
2024-12-01,부산,B,163,72
2024-12-02,인천,A,564,146
2024-12-02,인천,A,980,199
2024-12-03,부산,D,765,84
2024-12-03,대구,B,458,83
2024-12-03,대구,D,807,186
2024-12-03,인천,C,275,164
2024-12-04,인천,C,918,68
2024-12-04,인천,A,400,135
2024-12-05,대구,C,873,62
2024-12-05,인천,B,747,66
2024-12-05,서울,C,247,105
2024-12-05,부산,C,791,14
2024-12-05,부산,A,860,101
2024-12-06,대구,C,542,166
2024-12-06,대구,A,278,138
2024-12-06,인천,A,515,173
2024-12-07,인천,B,188,126
2024-12-07,대구,A,536,191
2024-12-07,서울,C,871,157
2024-12-07,서울,A,695,93
2024-12-07,부산,D,662,130
2024-12-07,대구,B,656,90
2024-12-08,인천,B,319,174
2024-12-09,대구,B,717,41
2024-12-09,대구,C,522,32
2024-12-10,서울,D,499,23
2024-12-10,광주,A,127,192
2024-12-11,인천,B,533,35
2024-12-11,대구,C,859,163
2024-12-11,대구,D,760,178
2024-12-11,인천,D,719,183
2024-12-11,대구,C,449,157
2024-12-11,인천,D,739,99
2024-12-11,서울,A,376,63
2024-12-12,부산,D,484,63
2024-12-13,인천,B,226,25
2024-12-13,서울,D,158,159
2024-12-13,광주,D,539,137
2024-12-13,인천,B,700,174
2024-12-14,인천,D,891,127
2024-12-14,인천,D,605,88
2024-12-14,서울,A,658,152
2024-12-14,부산,C,306,143
2024-12-14,대구,D,174,187
2024-12-15,부산,C,356,106
2024-12-15,인천,B,814,197
2024-12-15,부산,D,226,123
2024-12-15,서울,B,293,146
2024-12-16,서울,D,404,146
2024-12-16,서울,B,926,76
2024-12-17,대구,B,636,128
2024-12-17,부산,B,658,70
2024-12-17,광주,B,167,96
2024-12-19,서울,B,607,150
2024-12-20,부산,D,850,198
2024-12-20,인천,D,794,67
2024-12-20,부산,B,803,132
2024-12-20,대구,A,525,180
2024-12-22,인천,C,247,145
2024-12-22,광주,A,871,173
2024-12-22,서울,C,921,158
2024-12-23,인천,C,344,36
2024-12-23,광주,B,711,144
2024-12-24,서울,C,685,162
2024-12-24,대구,B,930,25
2024-12-25,광주,C,695,66
2024-12-25,대구,D,987,143
2024-12-25,서울,C,646,74
2024-12-25,서울,A,481,152
2024-12-25,광주,B,965,52
2024-12-25,광주,D,778,108
2024-12-26,인천,D,878,158
2024-12-26,부산,D,673,128
2024-12-28,광주,C,112,70
2024-12-29,서울,A,327,13
2024-12-29,부산,B,728,156
2024-12-30,광주,A,365,92
2024-12-30,부산,D,100,105
2024-12-30,부산,B,759,84
2024-12-30,인천,C,731,77
2024-12-30,인천,C,585,11
2024-12-30,서울,B,836,27
2024-12-31,부산,D,378,175
2024-12-31,부산,D,186,166
